NODE_KEY                        ,PRODUCT_ID,TYPE_CODE,CATEGORY                                  ,DESC_GUID                         ,SUPPLIER_GUID                     ,TAX_TARIF_CODE,MEASURE_UNIT,WEIGHT_MEASURE   ,WEIGHT_UNIT,CURRENCY_CODE,PRICE               ,WIDTH            ,DEPTH            ,HEIGHT           ,DIM_UNIT
74867AD200E41EDBA5D8B06B26F7E052,HT-8000   ,PR       ,Notebooks                                 ,74867AD200E41EDBA5D8B06885E0E052  ,74867AD200E41EDBA5D8B06885AC8052  ,1,EA          ,4,KG         ,EUR          ,799.00,31.00,19.00,3.10,CM      
74867AD200E41EDBA5D8B06B26F80052,HT-8001   ,PR       ,Notebooks                                 ,74867AD200E41EDBA5D8B06885E12052  ,74867AD200E41EDBA5D8B06885ACA052  ,1,EA          ,4.2,KG         ,GBP          ,999.00,32.00,20.00,3.40,CM      
74867AD200E41EDBA5D8B06B26F82052,HT-8002   ,PR       ,Notebooks                                 ,74867AD200E41EDBA5D8B06885E16052  ,74867AD200E41EDBA5D8B06885ACC052  ,1,EA          ,3.5,KG         ,EUR          ,1199.00,38.00,21.00,4.10,CM      
74867AD200E41EDBA5D8B06B26F84052,HT-8003   ,PR       ,Notebooks                                 ,74867AD200E41EDBA5D8B06885E1A052  ,74867AD200E41EDBA5D8B06885ACE052  ,1,EA          ,3.8,KG         ,USD          ,1388.00,48.00,31.00,4.50,CM      
74867AD200E41EDBA5D8B06B26F86052,PF-1000   ,AD       ,Computer System Accessories               ,74867AD200E41EDBA5D8B06885E1E052  ,74867AD200E41EDBA5D8B06885AD0052  ,1,EA          ,0.01,KG         ,CAD          ,0.00,46.00,30.00,3.00,CM      
74867AD200E41EDBA5D8B06B26F88052,HT-9999   ,PR       ,Tablets                                   ,74867AD200E41EDBA5D8B06885E22052  ,74867AD200E41EDBA5D8B06885AD2052  ,1,EA          ,3.8,KG         ,MXN          ,749.00,48.00,31.00,4.50,CM      
74867AD200E41EDBA5D8B06B26F8A052,HT-9998   ,PR       ,Smartphones                               ,74867AD200E41EDBA5D8B06885E26052  ,74867AD200E41EDBA5D8B06885AD4052  ,1,EA          ,0.75,KG         ,EUR          ,699.00,48.00,31.00,4.50,CM      
74867AD200E41EDBA5D8B06B26F8C052,HT-9997   ,PR       ,Tablets                                   ,74867AD200E41EDBA5D8B06885E2A052  ,74867AD200E41EDBA5D8B06885AD6052  ,1,EA          ,3.8,KG         ,ARS          ,633.00,48.00,31.00,4.50,CM      
74867AD200E41EDBA5D8B06B26F8E052,HT-9996   ,PR       ,Accessories                               ,74867AD200E41EDBA5D8B06885E2E052  ,74867AD200E41EDBA5D8B06885AD8052  ,1,EA          ,0.03,KG         ,EUR          ,20.00,25.00,40.00,4.50,CM      
74867AD200E41EDBA5D8B06B26F90052,HT-9995   ,PR       ,Accessories                               ,74867AD200E41EDBA5D8B06885E32052  ,74867AD200E41EDBA5D8B06885ADA052  ,1,EA          ,0.02,KG         ,RUB          ,15.00,48.00,31.00,4.50,CM      
74867AD200E41EDBA5D8B06B26F92052,HT-9994   ,PR       ,Camcorders                                ,74867AD200E41EDBA5D8B06B26B22052  ,74867AD200E41EDBA5D8B06885ADC052  ,1,EA          ,3.8,KG         ,USD          ,1388.00,48.00,31.00,27.00,CM      
74867AD200E41EDBA5D8B06B26F94052,HT-9993   ,PR       ,Tablets                                   ,74867AD200E41EDBA5D8B06B26B26052  ,74867AD200E41EDBA5D8B06885ADE052  ,1,EA          ,3.8,KG         ,EUR          ,833.00,48.00,31.00,4.50,CM      
74867AD200E41EDBA5D8B06B26F96052,HT-9992   ,PR       ,Smartphones                               ,74867AD200E41EDBA5D8B06B26B2A052  ,74867AD200E41EDBA5D8B06885AE0052  ,1,EA          ,0.75,KG         ,EUR          ,599.00,48.00,31.00,4.50,CM      
74867AD200E41EDBA5D8B06B26F98052,HT-9991   ,PR       ,Accessories                               ,74867AD200E41EDBA5D8B06B26B2E052  ,74867AD200E41EDBA5D8B06885AE2052  ,1,EA          ,0.02,KG         ,JPY          ,25.00,48.00,31.00,4.50,CM      
74867AD200E41EDBA5D8B06B26F9A052,HT-1251   ,PR       ,Notebooks                                 ,74867AD200E41EDBA5D8B06B26B32052  ,74867AD200E41EDBA5D8B06885AE4052  ,1,EA          ,4.2,KG         ,EUR          ,989.00,30.00,18.00,3.00,CM      
74867AD200E41EDBA5D8B06B26F9C052,HT-1252   ,PR       ,Smartphones                               ,74867AD200E41EDBA5D8B06B26B36052  ,74867AD200E41EDBA5D8B06885AE6052  ,1,EA          ,0.75,KG         ,EUR          ,649.00,8.00,6.00,1.50,CM      
74867AD200E41EDBA5D8B06B26F9E052,HT-1253   ,PR       ,Notebooks                                 ,74867AD200E41EDBA5D8B06B26B3A052  ,74867AD200E41EDBA5D8B06885AE8052  ,1,EA          ,4.2,KG         ,ARS          ,976.00,30.00,18.00,3.00,CM      
74867AD200E41EDBA5D8B06B26FA0052,HT-1254   ,PR       ,Flat Screen Monitors                      ,74867AD200E41EDBA5D8B06B26B3E052  ,74867AD200E41EDBA5D8B06885AEA052  ,1,EA          ,15,KG         ,BRL          ,250.00,37.00,12.00,36.00,CM      
74867AD200E41EDBA5D8B06B26FA2052,HT-1255   ,PR       ,Flat Screen Monitors                      ,74867AD200E41EDBA5D8B06B26B42052  ,74867AD200E41EDBA5D8B06885AEC052  ,1,EA          ,16,KG         ,CAD          ,270.00,39.00,12.00,38.00,CM      
74867AD200E41EDBA5D8B06B26FA4052,HT-1256   ,PR       ,Smartphones                               ,74867AD200E41EDBA5D8B06B26B46052  ,74867AD200E41EDBA5D8B06885AEE052  ,1,EA          ,0.75,KG         ,CHF          ,549.00,9.00,15.00,1.50,CM      
74867AD200E41EDBA5D8B06B26FA6052,HT-1257   ,PR       ,Tablets                                   ,74867AD200E41EDBA5D8B06B26B4A052  ,74867AD200E41EDBA5D8B06885AF0052  ,1,EA          ,2.8,KG         ,USD          ,549.00,48.00,31.00,4.50,CM      
74867AD200E41EDBA5D8B06B26FA8052,HT-1258   ,PR       ,Tablets                                   ,74867AD200E41EDBA5D8B06B26B4E052  ,74867AD200E41EDBA5D8B06885AF2052  ,1,EA          ,2.5,KG         ,EUR          ,529.00,38.00,21.00,3.50,CM      
, ,,,,,,,,,,,,,,
, ,,,,,,,,,,,,,,
, ,,,,,,,,,,,,,,
, ,,,,,,,,,,,,,,
